aln_base	nheaders	pis	vars	seq_len	seq_len_nogap	gap_prop	nogap_prop	gc_mean	gc_var	gap_mean	gap_var	pi_mean	pi_std	total_tree_len	treeness	inter_len_mean	inter_len_var	ter_len_mean	ter_len_var	supp_mean	coeffVar_len	rcv	treeness_o_rcv	saturation	SymPval	MarPval	IntPval	LB_std	gc_mean_pos1	gc_var_pos1	gap_mean_pos1	gap_var_pos1	gc_mean_pos2	gc_var_pos2	gap_mean_pos2	gap_var_pos2	gc_mean_pos3	gc_var_pos3	gap_mean_pos3	gap_var_pos3
clean_E0020.phy-out.fas	349	100	116	192	117	0.01267	0.9873299999999999	55.727245999999994	3.748304	1.267013	20.608265	88.750846	6.485018	11.143811999999999	0.45318400000000003	0.014596000000000001	0.000491	0.01746	0.000991	40.156069	1.7004009999999998	0.000144355300859599	0.111169	1.496035	0.254773	0.26984400000000003	0.23508400000000002	28.968182000000002	54.944456	2.619935	1.267013	20.608265	35.863408	2.1148580000000003	1.267013	20.608265	76.373873	29.125451	1.267013	20.608265
clean_E0022.phy-out.fas	327	99	113	195	138	0.006304	0.9936959999999999	50.834497	14.030270000000002	0.63044	6.614794	87.66595500000001	5.433758	17.181352	0.486717	0.025810000000000003	0.001576	0.026969	0.003249	35.709877	1.8611950000000002	0.000210382262996942	0.141345	4.690876	0.007546	0.001352	0.594518	33.342690000000005	57.407942000000006	1.9488459999999999	0.63044	6.614794	35.672405	1.638907	0.63044	6.614794	59.423143	118.59156200000001	0.63044	6.614794
clean_E0026.phy-out.fas	336	89	99	195	54	0.024313	0.9756870000000001	54.195206999999996	6.859371	2.431319	48.918699	86.27319399999999	8.996733	14.997075	0.447046	0.020133	0.000868	0.024681	0.001986	37.174174	1.6884549999999998	0.000208261904761905	0.15653	0.557475	0.342547	0.277309	0.422678	30.970267	51.888151	3.384058	2.431319	48.918699	34.867743	1.3177729999999999	2.431319	48.918699	75.829727	50.610631	2.431319	48.918699
clean_E0027.phy-out.fas	321	105	120	195	69	0.046921	0.9530790000000001	56.712545	6.011347	4.692068	106.710078	81.293983	11.980547999999999	14.383287	0.45528500000000005	0.020593	0.0010810000000000001	0.024406999999999998	0.0018629999999999999	37.584906	1.70625	0.00027307476635514	0.19253199999999998	0.513682	0.005261999999999999	0.005362	0.15156	24.581347	62.451851	4.437394	4.692068	106.710078	30.656576	2.770556	4.692068	106.710078	77.029207	45.952061	4.692068	106.710078
clean_E0028.phy-out.fas	346	92	108	192	153	0.002393	0.997607	53.624359999999996	6.8703080000000005	0.239342	2.4122619999999997	92.178189	5.056243	12.875557	0.564855	0.021204	0.009018	0.016193	0.001044	36.862974	3.7885769999999996	0.00011584971098265901	0.070963	6.634545	1.9e-05	1e-06	0.868553	61.345362	57.363319999999995	5.169022	0.239342	2.4122619999999997	40.905396	2.680874	0.239342	2.4122619999999997	62.604364000000004	30.173890999999998	0.239342	2.4122619999999997
clean_E0031.phy-out.fas	367	107	115	195	135	0.005911	0.9940889999999999	55.543983	5.10136	0.591071	6.420463	87.08640799999999	4.9278059999999995	16.207618	0.451405	0.020099000000000002	0.0010119999999999999	0.024227000000000002	0.0019379999999999998	40.722527	1.734751	0.00013905177111716598	0.113051	2.563021	0.121226	0.080453	0.374633	22.557398000000003	51.136188	4.877275	0.591071	6.420463	33.063641	1.405091	0.591071	6.420463	82.43212	38.029441	0.591071	6.420463
clean_E0033.phy-out.fas	351	104	119	195	120	0.00355	0.99645	48.321054	4.820978	0.35503	6.034202	87.974987	5.7583660000000005	14.34056	0.45310200000000006	0.018672	0.001537	0.022344	0.00137	40.054598	1.8586650000000002	0.000116575498575499	0.090306	4.465394	0.003662	0.001225	0.43779399999999996	54.520008	59.448243999999995	4.202189	0.35503	6.034202	30.380943	1.92937	0.35503	6.034202	55.133974	41.912054	0.35503	6.034202
clean_E0042.phy-out.fas	346	74	84	195	87	0.012628	0.9873719999999999	54.255666000000005	3.082192	1.262783	24.401956	90.187828	7.115842	11.943999	0.450849	0.0157	0.0009050000000000001	0.018956999999999998	0.001088	33.559767	1.822385	0.000125682080924855	0.096454	1.1626319999999999	0.64437	0.9891340000000001		38.333828999999994	57.007953	1.554583	1.262783	24.401956	38.428952	0.401985	1.262783	24.401956	67.33009200000001	25.023394	1.262783	24.401956
clean_E0044.phy-out.fas	343	132	146	195	111	0.010944	0.9890559999999999	63.91353	13.197638000000001	1.094416	16.294167	84.203129	6.673196000000001	21.184723	0.44022	0.027429000000000002	0.002136	0.034574	0.0038810000000000003	42.961765	1.7718740000000002	0.00021198250728863	0.165167	2.827871	0.025309	0.027019	0.16404100000000002	33.04507	74.387754	5.425564	1.094416	16.294167	44.891617	5.076649	1.094416	16.294167	72.46122	85.99760400000001	1.094416	16.294167
clean_E0045.phy-out.fas	250	95	118	198	63	0.075576	0.924424	53.583835	5.4505349999999995	7.557575999999999	27.815246000000002	80.866431	7.432997	8.147911	0.42046999999999995	0.013869999999999999	0.0006929999999999999	0.018888	0.00106	36.582996	1.8115900000000003	0.000222012	0.132002	0.8323360000000001	0.008687	0.004058	0.575062	32.323668	62.759741000000005	3.4454730000000002	7.557575999999999	27.815246000000002	42.654646	2.615351	7.557575999999999	27.815246000000002	55.337315000000004	49.578641999999995	7.557575999999999	27.815246000000002
clean_E0050.phy-out.fas	363	104	119	195	144	0.011655	0.988345	51.178740999999995	5.255729	1.1655010000000001	4.398095	88.500771	5.280169	13.256439000000002	0.462955	0.017048	0.001183	0.019612	0.0018670000000000002	36.716667	2.130489	0.000126619834710744	0.09928200000000001	3.951259	0.096485	0.034373	0.709491	43.167058000000004	57.912971	2.350228	1.1655010000000001	4.398095	37.561206	1.425455	1.1655010000000001	4.398095	58.069781000000006	44.687052	1.1655010000000001	4.398095
clean_E0052.phy-out.fas	304	80	90	192	72	0.010845	0.9891549999999999	54.108168000000006	7.125197999999999	1.084498	18.133681	89.433425	6.275884	15.544220000000001	0.46737799999999996	0.024136	0.0017289999999999999	0.027233999999999998	0.0029010000000000004	35.9701	1.8731659999999999	0.000180177631578947	0.117194	1.7444119999999999	0.004515	0.0008349999999999999	0.541549	28.816740999999997	54.045790000000004	1.998995	1.084498	18.133681	36.065865	0.579133	1.084498	18.133681	72.212849	59.44693	1.084498	18.133681
clean_E0055.phy-out.fas	337	115	131	195	75	0.0077150000000000005	0.9922850000000001	50.731792999999996	8.804623	0.771513	13.413985	84.86126999999999	6.347944	16.717035	0.432041	0.021624	0.001064	0.028174	0.002013	43.871257	1.57978	0.000180673590504451	0.140929	2.2970349999999997	0.071269	0.021959	0.577277	26.225758000000003	54.207035999999995	3.388678	0.771513	13.413985	33.892249	3.2730740000000003	0.771513	13.413985	64.09609499999999	72.859234	0.771513	13.413985
clean_E0060.phy-out.fas	286	97	112	147	63	0.17611	0.82389	60.243076	6.658869	17.610960000000002	14.507307	70.09920699999999	6.923392	12.684142999999999	0.43145100000000003	0.019338	0.0015	0.025215	0.0035399999999999997	29.568904999999997	2.256166	0.000211006993006993	0.139872	2.827386	0.254795	0.26055	0.278095	38.470003000000005	51.437121999999995	8.933117999999999	17.610960000000002	14.507307	39.764474	11.226672	17.610960000000002	14.507307	89.528214	24.990223999999998	17.610960000000002	14.507307
clean_E0061.phy-out.fas	322	142	157	198	78	0.046584	0.9534159999999999	52.589938000000004	13.475696	4.658385	18.99633	79.029249	7.401919	15.791068	0.464078	0.022973	0.001626	0.026282	0.002114	49.648903000000004	1.755598	0.000210978260869565	0.146387	1.889782	1e-06	0.0	0.196218	25.878392	62.897387	11.370353	4.658385	18.99633	36.033788	6.908656	4.658385	18.99633	58.838638	67.796501	4.658385	18.99633
clean_E0062.phy-out.fas	374	97	112	195	123	0.002592	0.997408	46.846796000000005	3.040447	0.259153	3.060981	89.05127399999999	4.266623	17.370939	0.427742	0.020028	0.000965	0.026579000000000002	0.002928	39.231806	1.8982450000000002	0.00010061229946524101	0.08797100000000001	4.642718	0.758368	0.690874	0.519861	28.878931	48.676884	1.381944	0.259153	3.060981	44.233841	1.384654	0.259153	3.060981	47.629661999999996	24.055731	0.259153	3.060981
clean_E0065.phy-out.fas	355	106	114	186	138	0.033939	0.9660610000000001	45.266368	8.703469	3.3939120000000003	10.458324000000001	83.343815	6.318897	17.689717	0.44551599999999997	0.022389	0.002164	0.027630000000000002	0.003228	42.505682	2.077336	0.000155938028169014	0.12425599999999999	3.434197	4.9e-05	9e-06	0.35167600000000004	36.284684000000006	50.306135999999995	2.6647540000000003	3.3939120000000003	10.458324000000001	39.112701	3.70548	3.3939120000000003	10.458324000000001	46.380266	75.188418	3.3939120000000003	10.458324000000001
clean_E0072.phy-out.fas	362	111	128	195	162	0.0020399999999999997	0.9979600000000001	51.787103	6.20351	0.203995	1.6367120000000002	89.85762700000001	4.552702	17.062587	0.42031199999999996	0.019977	0.001361	0.027323000000000004	0.003619	37.579387	2.1147	0.000126513812154696	0.10896199999999999	4.470151	0.117583	0.284619	0.08208700000000001	38.276602000000004	58.32438199999999	2.095329	0.203995	1.6367120000000002	24.845088	2.240198	0.203995	1.6367120000000002	72.191838	44.498236	0.203995	1.6367120000000002
clean_E0075.phy-out.fas	362	92	107	195	111	0.0102	0.9898	57.76057900000001	7.110119999999999	1.019975	17.550748000000002	87.148353	6.118305	23.523042999999998	0.416706	0.027304000000000002	0.0017109999999999998	0.037903	0.0068189999999999995	37.075209	2.009394	0.000158842541436464	0.137989	2.5959689999999997	0.000513	7.7e-05	0.493878	27.391633000000002	60.618593999999995	1.7785650000000002	1.019975	17.550748000000002	33.369237	1.2130670000000001	1.019975	17.550748000000002	79.29390500000001	48.98576	1.019975	17.550748000000002
clean_E0080.phy-out.fas	344	113	132	192	66	0.006541	0.993459	50.206214	4.9363	0.6540699999999999	14.333267999999999	88.044096	6.734	13.835826999999998	0.425163	0.017251	0.000872	0.023119999999999998	0.001577	41.774194	1.73833	0.00012943023255814	0.10472200000000001	2.178958	0.173128	0.342133	0.11262799999999999	33.077604	65.55513	3.604967	0.6540699999999999	14.333267999999999	18.961130999999998	0.813177	0.6540699999999999	14.333267999999999	66.10238000000001	34.493887	0.6540699999999999	14.333267999999999
clean_E0083.phy-out.fas	353	113	131	195	123	0.002484	0.997516	52.990176	14.289612	0.24841999999999997	2.298252	88.019242	4.747003	18.160535999999997	0.42989799999999995	0.022306	0.0013650000000000001	0.029330000000000002	0.00335	38.517143	1.884709	0.000190756373937677	0.156635	5.135908000000001	0.026427999999999997	0.017322999999999998	0.353502	33.305901	57.327318000000005	2.6647529999999997	0.24841999999999997	2.298252	30.217903000000003	3.8931970000000002	0.24841999999999997	2.298252	71.42530500000001	86.089763	0.24841999999999997	2.298252
clean_E0084.phy-out.fas	337	96	114	198	171	0.000944	0.9990559999999999	52.49343399999999	9.090638	0.094416	0.558148	89.51267299999999	3.9991230000000004	25.090229	0.39060900000000004	0.029343	0.0037869999999999996	0.04537	0.062122000000000004	38.757484999999996	4.865568	0.000153896142433234	0.132775	11.799553	2e-06	0.0	0.5434859999999999	58.073772	67.542268	2.9376700000000002	0.094416	0.558148	22.944839	0.9123	0.094416	0.558148	66.993195	62.146725	0.094416	0.558148
clean_E0086.phy-out.fas	346	69	78	195	114	0.006581	0.993419	53.395661	3.5518389999999997	0.6580699999999999	7.5512809999999995	93.315247	4.550097	8.275088	0.478838	0.011552	0.0005780000000000001	0.012464	0.000858	29.516035	2.230725	9.36156069364162e-05	0.06764500000000001	2.273494	0.003952000000000001	0.000729	0.8301540000000001	42.946571999999996	70.642158	1.359246	0.6580699999999999	7.5512809999999995	29.251676	0.137194	0.6580699999999999	7.5512809999999995	60.293149	26.745607	0.6580699999999999	7.5512809999999995
clean_E0089.phy-out.fas	375	75	81	198	114	0.005131	0.994869	52.709279	5.874953	0.513131	7.89365	91.708745	4.4767589999999995	14.889573	0.464958	0.018609999999999998	0.001419	0.021244	0.0016870000000000001	29.916666999999997	1.977052	0.000127045333333333	0.10246500000000001	2.874988	0.138797	0.50854	0.049477	35.417228	47.011038	1.144575	0.513131	7.89365	33.50974	0.327379	0.513131	7.89365	77.607058	46.814475	0.513131	7.89365
clean_E0095.phy-out.fas	318	87	101	195	45	0.014707	0.985293	54.026002000000005	11.777031	1.470731	31.951794	86.559937	8.19472	15.336592999999999	0.480937	0.023416	0.001721	0.025034	0.002301	37.796825	1.850471	0.000217735849056604	0.143969	1.916594	0.401823	0.359808	0.386227	34.384326	70.275886	4.283291999999999	1.470731	31.951794	35.09427	4.211158	1.470731	31.951794	56.70785	83.65628199999999	1.470731	31.951794
clean_E0099.phy-out.fas	267	111	123	195	87	0.017401	0.982599	52.67504	5.70264	1.7401330000000002	26.501864	85.756902	7.4010929999999995	12.283333	0.410196	0.019086000000000002	0.001101	0.027134	0.003164	42.204545	2.004591	0.00019826217228464398	0.129051	1.461435	2.2e-05	8e-06	0.179054	28.186971000000003	51.242171	5.012668	1.7401330000000002	26.501864	35.647791999999995	1.366319	1.7401330000000002	26.501864	71.13515799999999	44.894995	1.7401330000000002	26.501864
clean_E0104.phy-out.fas	344	110	124	198	159	0.003083	0.996917	51.012847	4.544735	0.308316	1.6448330000000002	91.48559	4.03984	11.663761000000001	0.43344099999999997	0.014825999999999999	0.000737	0.019209999999999998	0.001956	35.753665999999996	2.15974	0.000103345930232558	0.08202000000000001	3.3674	2.8000000000000003e-05	2e-06	0.61339	34.010144	51.505074	5.311411	0.308316	1.6448330000000002	43.568994	1.390079	0.308316	1.6448330000000002	57.964472	24.753724	0.308316	1.6448330000000002
clean_E0108.phy-out.fas	360	104	117	198	117	0.00484	0.99516	52.489005000000006	5.923138	0.48400699999999997	5.923146	87.926073	4.692233	19.526242	0.43068100000000004	0.023556	0.001401	0.03088	0.002509	41.120447999999996	1.629026	0.000140725	0.11763	2.6137770000000002	0.006981	0.003351	0.323459	21.787311	59.788452	2.0631630000000003	0.48400699999999997	5.923146	36.360587	2.143914	0.48400699999999997	5.923146	61.317975	51.16553	0.48400699999999997	5.923146
clean_E0109.phy-out.fas	360	116	131	198	150	0.001852	0.9981479999999999	51.733943	13.069297	0.185185	1.385226	85.831684	4.827205999999999	21.944357999999998	0.442143	0.027177999999999997	0.0021920000000000004	0.034005	0.003011	46.112045	1.6695529999999998	0.00019065	0.15523	4.93341	0.035948	0.027168	0.252709	29.552421000000002	66.421452	6.9185669999999995	0.185185	1.385226	31.595101	1.1886299999999999	0.185185	1.385226	57.185277	77.763054	0.185185	1.385226
clean_E0110.phy-out.fas	239	65	81	168	69	0.025478	0.9745219999999999	56.201788	4.480466000000001	2.547818	39.370239	87.233638	7.97507	10.956289	0.400098	0.018575	0.000813	0.027500999999999998	0.0029460000000000003	31.432203	1.890882	0.000255255230125523	0.152478	0.42107700000000003	0.08406	0.011607	0.9892350000000001	28.384953999999997	56.89406999999999	1.923918	2.547818	39.370239	35.890558	2.094739	2.547818	39.370239	75.820736	34.30772	2.547818	39.370239
clean_E0114.phy-out.fas	353	82	93	195	51	0.009457	0.9905430000000001	53.603138	7.603523	0.9457399999999999	16.282971	88.761911	6.174441000000001	18.104324	0.49911300000000003	0.025817000000000003	0.002	0.025689	0.002459	39.502857	1.8325200000000001	0.000154212464589235	0.10906700000000001	2.622353	0.29393800000000003	0.361136	0.188251	38.191682	55.158124	1.979077	0.9457399999999999	16.282971	29.374608000000002	0.731354	0.9457399999999999	16.282971	76.27668299999999	55.844505000000005	0.9457399999999999	16.282971
clean_E0115.phy-out.fas	329	102	116	195	54	0.023847999999999998	0.976152	60.490023	11.84037	2.384849	53.79869	83.714603	9.780747999999999	14.637204999999998	0.47709399999999996	0.021421	0.001058	0.023264	0.001492	38.91411	1.597751	0.00023606990881458998	0.16279200000000002	1.053248	0.04074	0.046855	0.162196	36.808496999999996	64.828843	5.750408999999999	2.384849	53.79869	37.053024	1.7271130000000001	2.384849	53.79869	79.588204	81.37064699999999	2.384849	53.79869
clean_E0117.phy-out.fas	350	129	153	198	96	0.006883	0.993117	52.398817	8.971185	0.688312	8.424757000000001	84.69365	5.241828	19.407181	0.43174399999999996	0.024147	0.001317	0.031508999999999995	0.002774	46.221902	1.6299489999999999	0.000162257142857143	0.131536	3.088046	2.7000000000000002e-05	2e-06	0.770913	24.521054	58.272576	4.271098	0.688312	8.424757000000001	27.607120000000002	2.588797	0.688312	8.424757000000001	71.316753	58.229608	0.688312	8.424757000000001
clean_E0119.phy-out.fas	294	129	143	198	129	0.0065969999999999996	0.993403	49.603341	9.365853	0.659658	8.181975999999999	82.54651899999999	6.246683	17.456343	0.44005	0.026397000000000004	0.0021149999999999997	0.033247000000000006	0.003123	48.199313000000004	1.7182830000000002	0.000212534013605442	0.141995	2.8533459999999997	0.061127	0.9018709999999999	0.006834999999999999	20.165506	48.123719	5.129251	0.659658	8.181975999999999	48.206455	5.185293	0.659658	8.181975999999999	52.47985	64.01878	0.659658	8.181975999999999
clean_E0120.phy-out.fas	332	131	143	198	60	0.012003	0.9879969999999999	56.639233	8.740722	1.200256	21.574296	84.585757	6.903814	16.437537	0.47064700000000004	0.023515	0.001662	0.026208999999999996	0.002124	45.349544	1.749725	0.000187487951807229	0.13225599999999998	1.624306	0.486021	0.37432	0.56428	30.090998	62.054926	6.712594999999999	1.200256	21.574296	38.514381	3.5869980000000004	1.200256	21.574296	69.348392	42.811170000000004	1.200256	21.574296
clean_E0121.phy-out.fas	353	100	108	177	111	0.01959	0.98041	52.565507999999994	14.327797	1.958996	2.304969	87.546842	5.207408	12.073835	0.477163	0.016461	0.0008320000000000001	0.017883	0.0008550000000000001	36.368571	1.6907169999999998	0.000183053824362606	0.135421	4.139319	0.051379999999999995	0.370979	0.019614	46.033888	46.774812	6.040578	1.958996	2.304969	37.861896	2.5475209999999997	1.958996	2.304969	73.05981700000001	81.18141899999999	1.958996	2.304969
clean_E0122.phy-out.fas	328	103	117	201	45	0.046369	0.9536309999999999	52.421163	4.4131480000000005	4.636876999999999	30.065101000000002	80.99775799999999	7.4825550000000005	12.523349000000001	0.470753	0.01814	0.001255	0.020207	0.000878	42.009231	1.70187	0.00016387804878048798	0.11418299999999999	1.540238	0.047514	0.154364	0.036774	30.331028999999997	61.582733999999995	4.172658	4.636876999999999	30.065101000000002	32.162177	3.8696660000000005	4.636876999999999	30.065101000000002	63.523924	30.917464000000002	4.636876999999999	30.065101000000002
clean_E0126.phy-out.fas	302	85	100	198	42	0.028948	0.971052	57.39853000000001	10.495833	2.8948419999999997	63.841267	85.55294	9.75728	16.742472	0.456053	0.025537	0.001411	0.030156	0.002676	36.076923	1.624768	0.000250271523178808	0.165731	0.682767	0.0028640000000000002	0.000493	0.858474	24.226095	55.06541	3.085053	2.8948419999999997	63.841267	34.359485	3.663418	2.8948419999999997	63.841267	82.770696	77.387165	2.8948419999999997	63.841267
clean_E0127.phy-out.fas	332	105	122	201	42	0.026479000000000003	0.9735209999999999	48.224698	4.571514	2.6479049999999997	24.794124	84.627576	7.188295	17.354211	0.46790600000000004	0.024681	0.001524	0.027813	0.001982	42.589665999999994	1.595133	0.00016682530120481898	0.11837	1.5063870000000001	0.002368	0.017541	0.015082	22.658539	53.179954	3.827329	2.6479049999999997	24.794124	30.0242	2.019892	2.6479049999999997	24.794124	61.469941000000006	35.459337	2.6479049999999997	24.794124
clean_E0130.phy-out.fas	364	92	101	198	156	0.000999	0.999001	52.68618000000001	8.948196000000001	0.0999	0.786842	89.69802	4.029482	18.138867	0.48648900000000006	0.024444	0.0014119999999999998	0.025588999999999997	0.0022660000000000002	35.869806	1.7138970000000002	0.000146912087912088	0.109922	6.016765	6e-06	1e-06	0.6902739999999999	35.493746	61.161363	3.787736	0.0999	0.786842	28.019506	2.196185	0.0999	0.786842	68.877669	53.240263	0.0999	0.786842
clean_E0132.phy-out.fas	286	169	180	198	111	0.012768	0.987232	50.532538	20.095083	1.2767540000000002	3.881878	77.282815	8.811760000000001	17.778032999999997	0.423573	0.026608999999999997	0.002675	0.035831	0.004027	50.042403	1.858037	0.000291059440559441	0.196526	3.6765269999999997	0.28470100000000004	0.12231500000000001	0.655043	40.239546999999995	60.968885	16.93627	1.2767540000000002	3.881878	27.531165	9.743081	1.2767540000000002	3.881878	63.097564	86.04692299999999	1.2767540000000002	3.881878
clean_E0138.phy-out.fas	362	119	136	195	135	0.0024649999999999997	0.9975350000000001	52.971802000000004	6.647722999999999	0.24649400000000002	3.046811	87.56701600000001	4.748641	15.633542000000002	0.439875	0.019155000000000002	0.001009	0.02419	0.0021969999999999997	40.635096999999995	1.850165	0.00015902209944751398	0.130869	3.662285	0.201998	0.083621	0.6001850000000001	32.073409999999996	53.886561	3.2965480000000005	0.24649400000000002	3.046811	36.344798	1.368709	0.24649400000000002	3.046811	68.68404699999999	49.292541	0.24649400000000002	3.046811
clean_E0145.phy-out.fas	245	86	105	195	93	0.02292	0.97708	56.400514	4.307226	2.291994	46.864143	87.22757800000001	8.853738	7.083595	0.45237200000000005	0.013241	0.00040899999999999997	0.015833	0.000524	40.483471	1.4867290000000002	0.000244102040816327	0.132203	0.521117	0.22363200000000003	0.25542	0.234168	28.351025	57.01831899999999	3.102109	2.291994	46.864143	40.720633	1.788688	2.291994	46.864143	71.462588	28.151675	2.291994	46.864143
clean_E0147.phy-out.fas	353	139	152	198	114	0.002017	0.997983	48.982828000000005	17.817967000000003	0.201734	6.983199000000001	85.345219	6.097714	17.361812	0.42697799999999997	0.02118	0.001713	0.028183	0.002773	44.691429	1.922624	0.000204787535410765	0.16930599999999998	2.734207	0.000195	3.1e-05	0.705275	26.939434000000002	48.977646	13.17131	0.201734	6.983199000000001	31.820703	5.460868	0.201734	6.983199000000001	66.15013499999999	75.3298	0.201734	6.983199000000001
clean_E0148.phy-out.fas	303	76	82	201	18	0.045318000000000004	0.9546819999999999	57.67291899999999	7.742844	4.531796	103.495083	84.631473	12.549657	20.025342000000002	0.448995	0.029970999999999998	0.002601	0.036416000000000004	0.007573999999999999	28.796667	2.150734	0.000267815181518152	0.180733	0.9934569999999999	0.11160999999999999	0.11160999999999999		37.057743	65.377977	7.1231100000000005	4.531796	103.495083	28.226513	1.2312040000000002	4.531796	103.495083	79.41426899999999	45.373215	4.531796	103.495083
