aln_base	nheaders	pis	vars	seq_len	seq_len_nogap	nogap_prop	gc_mean	gc_var	gap_mean	gap_var	pi_mean	pi_std	total_tree_len	treeness	inter_len_mean	inter_len_var	ter_len_mean	ter_len_var	supp_mean	coeffVar_len	rcv	treeness_o_rcv	saturation	LB_std	gc_mean_pos1	gc_var_pos1	gap_mean_pos1	gap_var_pos1	gc_mean_pos2	gc_var_pos2	gap_mean_pos2	gap_var_pos2	gc_mean_pos3	gc_var_pos3	gap_mean_pos3	gap_var_pos3	invariants	singletons	patterns	entropy
clean_E0022.phy-out.fas	327	50.76923076923077	57.94871794871795	195	70.76923076923077	0.993696	50.834497	14.030270000000002	0.63044	6.614794	87.66595500000003	5.433758	17.181352	0.486717	0.025810000000000003	0.001576	0.026969	0.003249	35.709877	1.861195	0.000210382262996942	0.141345	4.690876	33.342690000000005	57.40794200000001	1.948846	0.63044	6.614794	35.672405	1.638907	0.63044	6.614794	59.423143	118.591562	0.63044	6.614794	42.05128205128205	14	133	0.289443
clean_E0026.phy-out.fas	336	45.64102564102564	50.76923076923077	195	27.692307692307693	0.975687	54.195207	6.859371	2.431319	48.918699	86.27319399999998	8.996733	14.997075	0.447046	0.020133	0.000868	0.024681	0.001986	37.174174	1.6884549999999998	0.000208261904761905	0.15653	0.557475	30.970267	51.888151	3.384058	2.431319	48.918699	34.867743	1.317773	2.431319	48.918699	75.829727	50.610631	2.431319	48.918699	49.23076923076923	10	146	0.241673
clean_E0027.phy-out.fas	321	53.84615384615385	61.53846153846154	195	35.38461538461539	0.953079	56.712545	6.011347	4.692068	106.710078	81.293983	11.980548	14.383287	0.4552850000000001	0.020593	0.001081	0.024407	0.001863	37.584906	1.70625	0.00027307476635514	0.192532	0.513682	24.581347	62.451851	4.437394	4.692068	106.710078	30.656576	2.770556	4.692068	106.710078	77.029207	45.952061	4.692068	106.710078	38.46153846153846	15	162	0.29249
clean_E0028.phy-out.fas	346	47.916666666666664	56.25	192	79.6875	0.997607	53.62436	6.8703080000000005	0.239342	2.412262	92.178189	5.056243	12.875557	0.564855	0.021204	0.009018	0.016193	0.001044	36.862974	3.788577	0.00011584971098265901	0.070963	6.634545	61.345362	57.36332	5.169022	0.239342	2.412262	40.905396	2.680874	0.239342	2.412262	62.604364	30.173891	0.239342	2.412262	43.75	16	118	0.199883
clean_E0031.phy-out.fas	367	54.87179487179487	58.97435897435897	195	69.23076923076923	0.994089	55.543983	5.10136	0.591071	6.420463	87.08640799999998	4.927806	16.207618	0.451405	0.020099	0.001012	0.024227	0.001938	40.722527	1.734751	0.00013905177111716598	0.113051	2.563021	22.557398000000006	51.136188	4.877275	0.591071	6.420463	33.063641	1.405091	0.591071	6.420463	82.43212	38.029441	0.591071	6.420463	41.02564102564103	8	139	0.313219
clean_E0033.phy-out.fas	351	53.333333333333336	61.02564102564103	195	61.53846153846154	0.99645	48.321054	4.820978	0.35503	6.034202	87.974987	5.7583660000000005	14.34056	0.4531020000000001	0.018672	0.001537	0.022344	0.00137	40.054598	1.858665	0.000116575498575499	0.090306	4.465394	54.520008	59.448244	4.202189	0.35503	6.034202	30.380943	1.92937	0.35503	6.034202	55.133974	41.912054	0.35503	6.034202	38.97435897435897	15	142	0.303425
clean_E0042.phy-out.fas	346	37.94871794871795	43.07692307692308	195	44.61538461538461	0.987372	54.25566600000001	3.082192	1.262783	24.401956	90.187828	7.115842	11.943999	0.450849	0.0157	0.000905	0.018957	0.001088	33.559767	1.822385	0.000125682080924855	0.096454	1.162632	38.333829	57.007953	1.554583	1.262783	24.401956	38.428952	0.401985	1.262783	24.401956	67.33009200000001	25.023394	1.262783	24.401956	56.92307692307692	10	129	0.204192
clean_E0044.phy-out.fas	343	67.6923076923077	74.87179487179488	195	56.92307692307692	0.989056	63.91353	13.197638	1.094416	16.294167	84.203129	6.673196000000001	21.184723	0.44022	0.027429	0.002136	0.034574	0.003881	42.961765	1.7718740000000002	0.00021198250728863	0.165167	2.827871	33.04507	74.387754	5.425564	1.094416	16.294167	44.891617	5.076649	1.094416	16.294167	72.46122	85.99760400000002	1.094416	16.294167	25.128205128205128	14	156	0.376825
clean_E0045.phy-out.fas	250	47.97979797979798	59.5959595959596	198	31.818181818181817	0.924424	53.583835	5.450535	7.557575999999999	27.815246	80.866431	7.432997	8.147911	0.42047	0.01387	0.0006929999999999999	0.018888	0.00106	36.582996	1.8115900000000005	0.000222012	0.132002	0.8323360000000001	32.323668	62.75974100000001	3.445473	7.557575999999999	27.815246	42.654646	2.615351	7.557575999999999	27.815246	55.337315	49.578642	7.557575999999999	27.815246	40.4040404040404	23	155	0.29054
clean_E0050.phy-out.fas	363	53.333333333333336	61.02564102564103	195	73.84615384615384	0.988345	51.178741	5.255729	1.165501	4.398095	88.500771	5.280169	13.256439000000002	0.462955	0.017048	0.001183	0.019612	0.001867	36.716667	2.130489	0.000126619834710744	0.099282	3.951259	43.167058	57.912971	2.350228	1.165501	4.398095	37.561206	1.425455	1.165501	4.398095	58.069781000000006	44.687052	1.165501	4.398095	38.97435897435897	15	136	0.266934
clean_E0052.phy-out.fas	304	41.666666666666664	46.875	192	37.5	0.989155	54.108168000000006	7.125197999999998	1.084498	18.133681	89.433425	6.275884	15.54422	0.467378	0.024136	0.001729	0.027234	0.0029010000000000004	35.9701	1.873166	0.000180177631578947	0.117194	1.744412	28.816741	54.04579	1.998995	1.084498	18.133681	36.065865	0.579133	1.084498	18.133681	72.212849	59.44693	1.084498	18.133681	53.125	10	130	0.21756199999999998
clean_E0055.phy-out.fas	337	58.97435897435897	67.17948717948718	195	38.46153846153846	0.992285	50.731793	8.804623	0.771513	13.413985	84.86126999999998	6.347944	16.717035	0.432041	0.021624	0.001064	0.028174	0.002013	43.871257	1.57978	0.000180673590504451	0.140929	2.297035	26.225758000000006	54.207036	3.388678	0.771513	13.413985	33.892249	3.2730740000000003	0.771513	13.413985	64.09609499999999	72.859234	0.771513	13.413985	32.82051282051282	16	156	0.35917
clean_E0060.phy-out.fas	286	65.98639455782313	76.19047619047619	147	42.857142857142854	0.82389	60.243076	6.658869	17.610960000000006	14.507307	70.09920699999999	6.923392	12.684143	0.431451	0.019338	0.0015	0.025215	0.00354	29.568905	2.256166	0.000211006993006993	0.139872	2.827386	38.47000300000001	51.437122	8.933117999999997	17.610960000000006	14.507307	39.764474	11.226672	17.610960000000006	14.507307	89.528214	24.990224	17.610960000000006	14.507307	23.80952380952381	15	123	0.43987200000000004
clean_E0061.phy-out.fas	322	71.71717171717172	79.29292929292929	198	39.39393939393939	0.953416	52.589938	13.475696	4.658385	18.99633	79.029249	7.401919	15.791068	0.464078	0.022973	0.001626	0.026282	0.002114	49.648903	1.755598	0.000210978260869565	0.146387	1.889782	25.878392	62.897387	11.370353	4.658385	18.99633	36.033788	6.908656	4.658385	18.99633	58.838638	67.796501	4.658385	18.99633	20.707070707070706	15	184	0.41597399999999995
clean_E0062.phy-out.fas	374	49.743589743589745	57.43589743589744	195	63.07692307692308	0.997408	46.84679600000001	3.040447	0.259153	3.060981	89.05127399999998	4.266623	17.370939	0.427742	0.020028	0.000965	0.026579	0.002928	39.231806	1.898245	0.00010061229946524101	0.08797100000000001	4.642718	28.878931	48.676884	1.381944	0.259153	3.060981	44.233841	1.384654	0.259153	3.060981	47.629662	24.055731	0.259153	3.060981	42.56410256410256	15	128	0.27520500000000003
clean_E0065.phy-out.fas	355	56.98924731182796	61.29032258064516	186	74.19354838709677	0.966061	45.266368	8.703469	3.3939120000000003	10.458324	83.343815	6.318897	17.689717	0.445516	0.022389	0.002164	0.02763	0.003228	42.505682	2.077336	0.000155938028169014	0.124256	3.434197	36.28468400000001	50.306136	2.6647540000000003	3.3939120000000003	10.458324	39.112701	3.70548	3.3939120000000003	10.458324	46.380266	75.188418	3.3939120000000003	10.458324	38.70967741935484	8	121	0.357822
clean_E0072.phy-out.fas	362	56.92307692307692	65.64102564102564	195	83.07692307692308	0.99796	51.787103	6.20351	0.203995	1.6367120000000002	89.85762700000002	4.552702	17.062587	0.420312	0.019977	0.001361	0.027323000000000004	0.003619	37.579387	2.1147	0.000126513812154696	0.108962	4.470151	38.276602	58.32438199999999	2.095329	0.203995	1.6367120000000002	24.845088	2.240198	0.203995	1.6367120000000002	72.191838	44.498236	0.203995	1.6367120000000002	34.35897435897436	17	142	0.265781
clean_E0075.phy-out.fas	362	47.17948717948718	54.87179487179487	195	56.92307692307692	0.9898	57.76057900000001	7.110119999999998	1.019975	17.550748000000002	87.148353	6.118305	23.523043	0.416706	0.027304	0.0017109999999999998	0.037903	0.006819	37.075209	2.009394	0.000158842541436464	0.137989	2.595969	27.391633	60.618594	1.7785650000000002	1.019975	17.550748000000002	33.369237	1.213067	1.019975	17.550748000000002	79.29390500000002	48.98576	1.019975	17.550748000000002	45.12820512820513	15	140	0.292552
clean_E0080.phy-out.fas	344	58.854166666666664	68.75	192	34.375	0.993459	50.206214	4.9363	0.6540699999999999	14.333268	88.044096	6.734	13.835826999999998	0.425163	0.017251	0.000872	0.02312	0.001577	41.774194	1.73833	0.00012943023255814	0.104722	2.178958	33.077604	65.55513	3.604967	0.6540699999999999	14.333268	18.961131	0.813177	0.6540699999999999	14.333268	66.10238000000001	34.493887	0.6540699999999999	14.333268	31.25	19	160	0.294148
clean_E0083.phy-out.fas	353	57.94871794871795	67.17948717948718	195	63.07692307692308	0.997516	52.990176	14.289612	0.24842	2.298252	88.019242	4.747003	18.160536	0.429898	0.022306	0.001365	0.02933	0.00335	38.517143	1.884709	0.000190756373937677	0.156635	5.1359080000000015	33.305901	57.32731800000001	2.664753	0.24842	2.298252	30.217903000000003	3.893197	0.24842	2.298252	71.42530500000002	86.089763	0.24842	2.298252	32.82051282051282	18	151	0.30998000000000003
clean_E0084.phy-out.fas	337	48.484848484848484	57.57575757575758	198	86.36363636363636	0.999056	52.49343399999999	9.090638	0.094416	0.558148	89.51267299999998	3.999123	25.090229	0.390609	0.029343	0.003787	0.04537	0.062122	38.757485	4.865568	0.000153896142433234	0.132775	11.799553	58.073772	67.542268	2.93767	0.094416	0.558148	22.944839	0.9123	0.094416	0.558148	66.993195	62.146725	0.094416	0.558148	42.42424242424242	18	119	0.268577
clean_E0086.phy-out.fas	346	35.38461538461539	40.0	195	58.46153846153846	0.993419	53.395661	3.551839	0.6580699999999999	7.551280999999999	93.315247	4.550097	8.275088	0.478838	0.011552	0.0005780000000000001	0.012464	0.000858	29.516035	2.230725	9.36156069364162e-05	0.06764500000000001	2.273494	42.946572	70.642158	1.359246	0.6580699999999999	7.551280999999999	29.251676	0.137194	0.6580699999999999	7.551280999999999	60.293149	26.745607	0.6580699999999999	7.551280999999999	60.0	9	110	0.151877
clean_E0089.phy-out.fas	375	37.878787878787875	40.90909090909091	198	57.57575757575758	0.994869	52.709279	5.874953	0.513131	7.89365	91.708745	4.476759	14.889573	0.464958	0.01861	0.001419	0.021244	0.001687	29.916667	1.977052	0.000127045333333333	0.102465	2.874988	35.417228	47.011038	1.144575	0.513131	7.89365	33.50974	0.327379	0.513131	7.89365	77.607058	46.814475	0.513131	7.89365	59.09090909090909	6	112	0.189358
clean_E0095.phy-out.fas	318	44.61538461538461	51.794871794871796	195	23.076923076923077	0.985293	54.02600200000001	11.777031	1.470731	31.951794	86.559937	8.19472	15.336593	0.480937	0.023416	0.001721	0.025034	0.002301	37.796825	1.850471	0.000217735849056604	0.143969	1.916594	34.384326	70.275886	4.2832919999999985	1.470731	31.951794	35.09427	4.211158	1.470731	31.951794	56.70785	83.65628199999998	1.470731	31.951794	48.205128205128204	14	147	0.28124299999999997
clean_E0099.phy-out.fas	267	56.92307692307692	63.07692307692308	195	44.61538461538461	0.982599	52.67504	5.70264	1.7401330000000002	26.501864	85.756902	7.401092999999999	12.283333	0.410196	0.019086	0.001101	0.027134	0.003164	42.204545	2.004591	0.00019826217228464398	0.129051	1.461435	28.186971000000003	51.242171	5.012668	1.7401330000000002	26.501864	35.64779199999999	1.366319	1.7401330000000002	26.501864	71.13515799999998	44.894995	1.7401330000000002	26.501864	36.92307692307692	12	153	0.299281
clean_E0104.phy-out.fas	344	55.55555555555556	62.62626262626262	198	80.3030303030303	0.996917	51.012847	4.544735	0.308316	1.6448330000000002	91.48559	4.03984	11.663761	0.433441	0.014826	0.000737	0.01921	0.001956	35.753666	2.15974	0.000103345930232558	0.08202000000000001	3.3674	34.010144	51.505074	5.311411	0.308316	1.6448330000000002	43.568994	1.390079	0.308316	1.6448330000000002	57.964472	24.753724	0.308316	1.6448330000000002	37.37373737373738	14	139	0.218705
clean_E0108.phy-out.fas	360	52.525252525252526	59.09090909090909	198	59.09090909090909	0.99516	52.48900500000001	5.923138	0.484007	5.923146	87.926073	4.692233	19.526242	0.430681	0.023556	0.001401	0.03088	0.002509	41.120448	1.629026	0.000140725	0.11763	2.613777	21.787311	59.788452	2.0631630000000003	0.484007	5.923146	36.360587	2.143914	0.484007	5.923146	61.317975	51.16553	0.484007	5.923146	40.90909090909091	13	145	0.300115
clean_E0109.phy-out.fas	360	58.58585858585859	66.16161616161617	198	75.75757575757575	0.998148	51.733943	13.069297	0.185185	1.385226	85.831684	4.8272059999999986	21.944358	0.442143	0.027178	0.0021920000000000004	0.034005	0.003011	46.112045	1.6695529999999998	0.00019065	0.15523	4.93341	29.552421	66.421452	6.918567	0.185185	1.385226	31.595101	1.18863	0.185185	1.385226	57.185277	77.763054	0.185185	1.385226	33.83838383838384	15	146	0.366677
clean_E0110.phy-out.fas	239	38.69047619047619	48.214285714285715	168	41.07142857142857	0.974522	56.201788	4.480466000000002	2.547818	39.370239	87.233638	7.97507	10.956289	0.400098	0.018575	0.000813	0.027501	0.0029460000000000003	31.432203	1.890882	0.000255255230125523	0.152478	0.421077	28.384954	56.89406999999999	1.923918	2.547818	39.370239	35.890558	2.094739	2.547818	39.370239	75.820736	34.30772	2.547818	39.370239	51.785714285714285	16	120	0.216258
clean_E0114.phy-out.fas	353	42.05128205128205	47.69230769230769	195	26.153846153846153	0.990543	53.603138	7.603523	0.94574	16.282971	88.761911	6.174441000000002	18.104324	0.499113	0.025817000000000003	0.002	0.025689	0.002459	39.502857	1.83252	0.000154212464589235	0.109067	2.622353	38.191682	55.158124	1.979077	0.94574	16.282971	29.374608	0.731354	0.94574	16.282971	76.27668299999998	55.84450500000001	0.94574	16.282971	52.30769230769231	11	136	0.254311
clean_E0115.phy-out.fas	329	52.30769230769231	59.48717948717949	195	27.692307692307693	0.976152	60.490023	11.84037	2.384849	53.79869	83.714603	9.780748	14.637204999999998	0.477094	0.021421	0.001058	0.023264	0.001492	38.91411	1.597751	0.00023606990881458998	0.16279200000000002	1.053248	36.808497	64.828843	5.7504089999999985	2.384849	53.79869	37.053024	1.727113	2.384849	53.79869	79.588204	81.37064699999998	2.384849	53.79869	40.51282051282051	14	163	0.32777399999999995
clean_E0117.phy-out.fas	350	65.15151515151516	77.27272727272727	198	48.484848484848484	0.993117	52.398817	8.971185	0.688312	8.424757000000001	84.69365	5.241828	19.407181	0.431744	0.024147	0.001317	0.031508999999999995	0.002774	46.221902	1.629949	0.000162257142857143	0.131536	3.088046	24.521054	58.272576	4.271098	0.688312	8.424757000000001	27.60712	2.588797	0.688312	8.424757000000001	71.316753	58.229608	0.688312	8.424757000000001	22.727272727272727	24	174	0.38454499999999997
clean_E0119.phy-out.fas	294	65.15151515151516	72.22222222222223	198	65.15151515151516	0.993403	49.603341	9.365853	0.659658	8.181975999999999	82.54651899999998	6.246683	17.456343	0.44005	0.026397000000000004	0.002115	0.033247000000000006	0.003123	48.199313	1.7182830000000002	0.000212534013605442	0.141995	2.853346	20.165506	48.123719	5.129251	0.659658	8.181975999999999	48.206455	5.185293	0.659658	8.181975999999999	52.47985	64.01878	0.659658	8.181975999999999	27.77777777777778	14	162	0.42789399999999994
clean_E0120.phy-out.fas	332	66.16161616161617	72.22222222222223	198	30.303030303030305	0.987997	56.639233	8.740722	1.200256	21.574296	84.585757	6.903814	16.437537	0.470647	0.023515	0.001662	0.026209	0.002124	45.349544	1.749725	0.000187487951807229	0.13225599999999998	1.624306	30.090998	62.054926	6.7125949999999985	1.200256	21.574296	38.514381	3.5869980000000004	1.200256	21.574296	69.348392	42.81117	1.200256	21.574296	27.77777777777778	12	164	0.362236
clean_E0121.phy-out.fas	353	56.49717514124294	61.016949152542374	177	62.71186440677966	0.98041	52.565508	14.327797	1.958996	2.304969	87.546842	5.207408	12.073835	0.477163	0.016461	0.0008320000000000001	0.017883	0.0008550000000000001	36.368571	1.6907169999999998	0.000183053824362606	0.135421	4.139319	46.033888	46.774812	6.040578	1.958996	2.304969	37.861896	2.547521	1.958996	2.304969	73.05981700000002	81.18141899999998	1.958996	2.304969	38.983050847457626	8	120	0.278333
clean_E0122.phy-out.fas	328	51.243781094527364	58.208955223880594	201	22.388059701492537	0.953631	52.421163	4.4131480000000005	4.636876999999999	30.065101	80.99775799999998	7.482555	12.523349	0.470753	0.01814	0.001255	0.020207	0.000878	42.009231	1.70187	0.00016387804878048798	0.114183	1.540238	30.331029	61.582734	4.172658	4.636876999999999	30.065101	32.162177	3.869666000000001	4.636876999999999	30.065101	63.523924	30.917464	4.636876999999999	30.065101	41.29353233830846	14	157	0.355186
clean_E0126.phy-out.fas	302	42.92929292929293	50.505050505050505	198	21.21212121212121	0.971052	57.39853000000001	10.495833	2.894842	63.841267	85.55294	9.75728	16.742472	0.456053	0.025537	0.001411	0.030156	0.002676	36.076923	1.624768	0.000250271523178808	0.165731	0.682767	24.226095	55.06541	3.085053	2.894842	63.841267	34.359485	3.663418	2.894842	63.841267	82.770696	77.387165	2.894842	63.841267	49.494949494949495	15	143	0.256875
clean_E0127.phy-out.fas	332	52.23880597014925	60.69651741293532	201	20.895522388059703	0.973521	48.224698	4.571514	2.647905	24.794124	84.627576	7.188295	17.354211	0.467906	0.024681	0.001524	0.027813	0.001982	42.589666	1.595133	0.00016682530120481898	0.11837	1.506387	22.658539	53.179954	3.827329	2.647905	24.794124	30.0242	2.019892	2.647905	24.794124	61.46994100000001	35.459337	2.647905	24.794124	39.30348258706468	17	163	0.309539
clean_E0130.phy-out.fas	364	46.464646464646464	51.01010101010101	198	78.78787878787878	0.999001	52.68618000000001	8.948196000000003	0.0999	0.786842	89.69802	4.029482	18.138867	0.4864890000000001	0.024444	0.0014119999999999998	0.025589	0.002266	35.869806	1.7138970000000002	0.000146912087912088	0.109922	6.016765	35.493746	61.161363	3.787736	0.0999	0.786842	28.019506	2.196185	0.0999	0.786842	68.877669	53.240263	0.0999	0.786842	48.98989898989899	9	119	0.264579
clean_E0132.phy-out.fas	286	85.35353535353535	90.9090909090909	198	56.06060606060606	0.987232	50.532538	20.095083	1.2767540000000002	3.881878	77.282815	8.811760000000003	17.778032999999994	0.423573	0.026609	0.002675	0.035831	0.004027	50.042403	1.858037	0.000291059440559441	0.196526	3.676527	40.239547	60.968885	16.93627	1.2767540000000002	3.881878	27.531165	9.743081	1.2767540000000002	3.881878	63.097564	86.04692299999998	1.2767540000000002	3.881878	9.090909090909092	11	191	0.570442
clean_E0138.phy-out.fas	362	61.02564102564103	69.74358974358974	195	69.23076923076923	0.997535	52.971802	6.647722999999999	0.246494	3.046811	87.56701600000002	4.748641	15.633542000000002	0.439875	0.019155	0.001009	0.02419	0.002197	40.635097	1.850165	0.00015902209944751398	0.130869	3.662285	32.07341	53.886561	3.2965480000000005	0.246494	3.046811	36.344798	1.368709	0.246494	3.046811	68.68404699999999	49.292541	0.246494	3.046811	30.256410256410255	17	152	0.323439
clean_E0145.phy-out.fas	245	44.1025641025641	53.84615384615385	195	47.69230769230769	0.97708	56.400514	4.307226	2.291994	46.864143	87.22757800000002	8.853738	7.083595	0.4523720000000001	0.013241	0.000409	0.015833	0.000524	40.483471	1.4867290000000002	0.000244102040816327	0.132203	0.521117	28.351025	57.01831899999999	3.102109	2.291994	46.864143	40.720633	1.788688	2.291994	46.864143	71.462588	28.151675	2.291994	46.864143	46.15384615384615	19	143	0.22667199999999998
clean_E0147.phy-out.fas	353	70.20202020202021	76.76767676767676	198	57.57575757575758	0.997983	48.98282800000001	17.817967000000003	0.201734	6.983199000000001	85.345219	6.097714	17.361812	0.426978	0.02118	0.001713	0.028183	0.002773	44.691429	1.922624	0.000204787535410765	0.16930599999999998	2.734207	26.939434	48.977646	13.17131	0.201734	6.983199000000001	31.820703	5.460868	0.201734	6.983199000000001	66.15013499999999	75.3298	0.201734	6.983199000000001	23.232323232323232	13	164	0.38621
clean_E0148.phy-out.fas	303	37.81094527363184	40.79601990049751	201	8.955223880597014	0.954682	57.67291899999999	7.742844	4.531796	103.495083	84.631473	12.549657	20.025342	0.448995	0.029971	0.002601	0.036416	0.007573999999999998	28.796667	2.150734	0.000267815181518152	0.180733	0.993457	37.057743	65.377977	7.1231100000000005	4.531796	103.495083	28.226513	1.2312040000000002	4.531796	103.495083	79.41426899999998	45.373215	4.531796	103.495083	59.20398009950249	6	156	0.199919
clean_E0151.phy-out.fas	338	38.308457711442784	43.28358208955224	201	50.74626865671642	0.989137	58.382246	4.477806	1.086285	14.311003	90.188899	5.362111	17.832501	0.451408	0.024029	0.001411	0.028943	0.0040100000000000005	30.468657	1.967712	0.000142721893491124	0.106866	1.752352	25.622796	63.394651	2.618194	1.086285	14.311003	25.390853	0.366444	1.086285	14.311003	86.361232	31.748716	1.086285	14.311003	56.71641791044776	10	132	0.21069699999999997
clean_E0154.phy-out.fas	303	42.78606965174129	48.25870646766169	201	50.74626865671642	0.980494	57.495882	7.723708	1.950643	27.959851	87.762964	6.8263240000000005	12.552439	0.446523	0.018683	0.000647	0.022929	0.001548	37.956667	1.594838	0.000206732673267327	0.140284	0.6875760000000001	23.361181	54.924903	3.404013	1.950643	27.959851	43.042241	1.250914	1.950643	27.959851	74.520501	52.418952	1.950643	27.959851	51.74129353233831	11	141	0.23688800000000002
